gene,EN_Rest,HC_Rest,NL_Rest,PE_Rest,EN_Stim8hr,HC_Stim8hr,NL_Stim8hr,PE_Stim8hr,EN_Stim48hr,HC_Stim48hr,NL_Stim48hr,PE_Stim48hr,ncell_min,umap_x,umap_y,leiden,drug_target_status,approved_drugs,pharos_tdl,tractability_modality,immune_disease_assoc,depmap_essentiality,gnomad_loeuf,function,pathway_family,protein_class_family,nearest_string_neighbors,is_deep_subset
UBR7,7.4006547927856445,0.548287034034729,0.5962870121002197,0.475365936756134,7.9145283699035645,0.8770472407341003,0.8237993717193604,0.6893575191497803,7.556933403015137,0.5787128210067749,0.8647722005844116,0.8521214723587036,58,7.4784217,6.395392,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=0.056,LOEUF=0.609; pLI=0.2878,E3 ubiquitin-protein ligase which is a component of the N-end rule pathway.,NOT_FOUND,E3 ubiquitin-protein ligase UBR7,H3C1(0.829); NASP(0.723); UBR3(0.714); UBR1(0.662); H3C12(0.655),False
UBXN2A,5.150279998779297,0.099280834197998,0.8158574104309082,0.8792423605918884,7.872250080108643,0.8754051923751831,0.5771487355232239,0.6474664211273193,7.522738456726074,0.666923999786377,0.6211822032928467,0.5204439163208008,74,11.023732,0.8136428,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=0.11,LOEUF=1.122; pLI=0.0,Acts to repress the ubiquitination and subsequent endoplasmic reticulum-associated degradation of CHRNA3 by the STUB1-VCP-UBXN2A complex in cortical neurons .,NOT_FOUND,"NSFL1 cofactor p47, SEP domain superfamily; Ubiquitin-like domain superfamily",VCP(0.999); NSFL1C(0.999); ASPSCR1(0.997); UBXN10(0.997); VCPIP1(0.995),False
UBXN2B,7.97438907623291,0.9796802997589112,0.6525941491127014,0.6046484112739563,6.423139572143555,0.565371036529541,0.5008959174156189,0.5654094815254211,7.191485404968262,0.744759202003479,0.3842310309410095,0.3889471590518951,62,11.693254,8.475235,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=0.001,LOEUF=0.986; pLI=0.0006,Adapter protein required for Golgi and endoplasmic reticulum biogenesis .,NOT_FOUND,"NSFL1 cofactor p47, SEP domain superfamily; Ubiquitin-like domain superfamily",VCP(0.998); ASPSCR1(0.997); FAF1(0.997); VCPIP1(0.995); PLAA(0.892),False
UBXN4,6.772517681121826,0.4958800077438354,0.4824824333190918,0.5128399133682251,6.071597099304199,0.4583780169486999,0.4625545740127563,0.5458289384841919,7.611619472503662,0.6779099106788635,0.2941687107086181,0.4000470638275146,50,11.941996,9.050606,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,cutaneous lupus erythematosus(0.035),not_common_essential; mean_geneEffect=-0.01,LOEUF=0.777; pLI=0.0001,Involved in endoplasmic reticulum-associated protein degradation (ERAD).,NOT_FOUND,Thioredoxin-like superfamily; Ubiquitin-like domain superfamily,VCP(0.999); UBXN6(0.999); UBXN8(0.956); NSFL1C(0.956); UBXN1(0.953),False
UCHL5,7.434428691864014,0.5833643674850464,0.5298033356666565,0.523371696472168,7.160152912139893,0.6527852416038513,0.944317638874054,0.7807177305221558,7.163477897644043,0.5582998991012573,0.5363803505897522,0.5081889033317566,48,10.747669,6.198138,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,"chronic myelogenous leukemia, BCR-ABL1 positive(0.078)",not_common_essential; mean_geneEffect=-0.377,LOEUF=0.804; pLI=0.0012,Protease that specifically cleaves 'Lys-48'-linked polyubiquitin chains.,Metabolism of proteins; Signal Transduction,"Ubiquitinyl hydrolase, UCH37 type",PSMD4(0.999); USP14(0.999); PSMC4(0.999); ADRM1(0.999); PSMD7(0.999),False
UCK1,7.892632961273193,0.8910768628120422,0.4458791613578796,0.4584871530532837,7.867617130279541,0.8499361276626587,0.7022467255592346,0.6363101005554199,6.882073879241943,0.3461235761642456,0.6717551350593567,0.7234340906143188,52,9.209323,6.7964535,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,acute myeloid leukemia(0.032),not_common_essential; mean_geneEffect=-0.132,LOEUF=0.927; pLI=0.0001,Phosphorylates uridine and cytidine to uridine monophosphate and cytidine monophosphate .,Metabolism,Uridine kinase-like,UPRT(0.999); UPP2(0.982); UMPS(0.981); UCK2(0.98); UPP1(0.979),False
UCKL1,5.851677417755127,0.4017484784126282,0.8655287027359009,0.560895562171936,7.289737224578857,0.7102618217468262,0.7167450785636902,0.6343240737915039,6.994024753570557,0.4798220992088318,0.3500176072120666,0.3334519565105438,73,12.1168785,3.9356077,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,"asthma(0.118); Chronic Obstructive Asthma(0.095); primary familial polycythemia due to EPO receptor mutation(0.063); erythrocytosis, familial, 6(0.052); erythrocytosis, familial, 3(0.051)",not_common_essential; mean_geneEffect=-0.011,LOEUF=1.406; pLI=0.0,Phosphorylates uridine and cytidine to uridine monophosphate and cytidine monophosphate.,Metabolism,Uridine kinase-like,UPRT(0.996); UPP2(0.982); UMPS(0.981); UPP1(0.98); CDA(0.974),False
UCP2,6.9033427238464355,0.4117612242698669,0.8776659369468689,0.6502979397773743,6.85136604309082,0.4928187727928161,1.0231282711029053,0.8400938510894775,7.348869323730469,0.5705685615539551,1.025120973587036,0.7938414812088013,54,7.0188675,2.1869864,1,no_known_drug,NOT_FOUND,Tbio,antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.011,LOEUF=1.128; pLI=0.0,"Antiporter that exports dicarboxylate intermediates of the Krebs cycle in exchange for phosphate plus a proton across the inner membrane of mitochondria, a process driven by mitochondrial motive force with an overall impact on glycolysis, glutaminolysis and glutathione-dependent redox balance.",Metabolism,Mitochondrial carrier protein; Mitochondrial Metabolite Transporter,PPARGC1A(0.928); LEP(0.885); PPARG(0.859); SREBF1(0.848); PPARA(0.821),False
UEVLD,6.7188544273376465,0.540276825428009,0.8260589838027954,0.8579533100128174,7.307490348815918,0.7427501678466797,0.5804427862167358,0.6696422100067139,7.29498815536499,0.6339355707168579,0.7247887849807739,0.6893441081047058,100,8.7400255,4.0678706,0,no_known_drug,NOT_FOUND,Tdark,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.025,LOEUF=0.988; pLI=0.0,Possible negative regulator of polyubiquitination.,NOT_FOUND,L-lactate/malate dehydrogenase,VPS28(0.948); GGH(0.9); CS(0.825); HGS(0.825); MVB12B(0.816),False
UFL1,6.89730978012085,0.5494582653045654,0.7679002285003662,0.6468762159347534,7.840662002563477,0.838367760181427,0.8022195100784302,0.8629024028778076,7.690047264099121,0.6750099658966064,0.7343950867652893,0.6846039295196533,50,7.917148,3.8538077,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,colitis(0.214),not_common_essential; mean_geneEffect=-0.427,LOEUF=0.901; pLI=0.0,"E3 protein ligase that mediates ufmylation, the covalent attachment of the ubiquitin-like modifier UFM1 to lysine residues on target proteins, and which plays a key role in various processes, such as ribosome recycling, response to DNA damage, interferon response or reticulophagy (also called ER-pha",Immune System,E3 UFM1-protein ligase 1,CDK5RAP3(0.999); DDRGK1(0.996); UFM1(0.975); UFC1(0.96); UBA5(0.944),False
UFM1,7.432988166809082,0.6636286377906799,0.5307160019874573,0.5228601694107056,7.921021461486816,0.9011146426200868,0.6643945574760437,0.7877621650695801,6.9763383865356445,0.4211772680282593,0.7327406406402588,0.6878607869148254,76,9.380427,6.08125,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.626,LOEUF=0.85; pLI=0.6213,Ubiquitin-like modifier which can be covalently attached via an isopeptide bond to lysine residues of substrate proteins as a monomer or a lysine-linked polymer .,NOT_FOUND,Ubiquitin-fold modifier 1,UBA5(0.999); UFC1(0.998); UFSP2(0.998); UFSP1(0.997); UFL1(0.975),False
UFSP1,7.513833522796631,0.6065682172775269,0.7033671140670776,0.753446102142334,7.920482158660889,0.9358434081077576,0.718360424041748,0.7543760538101196,7.898305892944336,0.844134509563446,0.6826661825180054,0.5979957580566406,50,8.599721,5.225956,0,no_known_drug,NOT_FOUND,Tdark,NOT_FOUND,NOT_FOUND,not_common_essential; mean_geneEffect=-0.045,LOEUF=1.928; pLI=0.0563,Thiol-dependent isopeptidase that specifically mediate the processing of UFM1 precursors as well as the deconjugation of UFM1 from target proteins .,NOT_FOUND,Peptidase C78 family,UFM1(0.997); UFC1(0.85); UBA5(0.846); UFL1(0.816); DDRGK1(0.799),False
UGDH,7.757488250732422,0.7600944638252258,0.352592408657074,0.4119127094745636,6.371843338012695,0.5788154006004333,0.5265854597091675,0.4842349886894226,7.109235763549805,0.7971933484077454,0.4128388166427612,0.3327586948871612,65,12.192221,8.673556,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,autoimmune disorder of central nervous system(0.254),not_common_essential; mean_geneEffect=-0.141,LOEUF=0.903; pLI=0.0,"Catalyzes the formation of UDP-alpha-D-glucuronate, a constituent of complex glycosaminoglycans .",Metabolism,"UDP-glucose/GDP-mannose dehydrogenase; UDP-glucose 6-dehydrogenase, eukaryotic type",UXS1(0.999); UGP2(0.985); GALE(0.984); UGT1A1(0.968); TGDS(0.967),False
UGGT1,7.938113212585449,0.9263752698898317,0.4148404002189636,0.4414458274841308,7.495983123779297,0.7444804906845093,0.8266579508781433,0.7638348937034607,7.426434516906738,0.5528066754341125,0.446165919303894,0.5992220640182495,50,9.775192,6.9044733,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.007,LOEUF=0.617; pLI=0.0,Recognizes glycoproteins with minor folding defects.,Metabolism of proteins,UDP-glucose:Glycoprotein Glucosyltransferase,SELENOF(0.988); HSP90B1(0.958); CANX(0.935); GXYLT1(0.915); UGGT2(0.911),False
UHMK1,7.959151744842529,0.9299555420875548,0.4419184923171997,0.6071997284889221,7.198873996734619,0.5131951570510864,0.6904122829437256,0.8097950220108032,7.937682628631592,0.8877782821655273,0.3642489314079284,0.4112555980682373,56,10.936057,6.722071,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.103,LOEUF=0.621; pLI=0.2559,"Upon serum stimulation, phosphorylates CDKN1B/p27Kip1, thus controlling CDKN1B subcellular location and cell cycle progression in G1 phase.",Signal Transduction,Serine/threonine-protein kinase Kist,STMN1(0.917); CDKN1B(0.818); KCNIP4(0.802); KCNIP2(0.768); KCNIP1(0.761),False
UHRF2,6.703606128692627,0.4703853726387024,0.5634874105453491,0.5433386564254761,7.778491973876953,0.7691701054573059,0.8363325595855713,0.7035585641860962,7.332500457763672,0.5556545257568359,0.7575730681419373,0.7045844793319702,31,7.735647,3.9157233,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,asthma(0.303); ankylosing spondylitis(0.235),not_common_essential; mean_geneEffect=-0.01,LOEUF=0.321; pLI=1.0,"E3 ubiquitin ligase that plays important roles in DNA methylation, histone modifications, cell cycle and DNA repair .",Metabolism of proteins,UHRF1/2-like,PCNA(0.97); DNMT1(0.941); HDAC1(0.94); PCNP(0.898); RB1(0.817),False
ULBP1,7.819879055023193,0.8363712430000305,0.6510636806488037,0.7935505509376526,7.982285499572754,0.9752160906791688,0.9228851795196532,0.8356837034225464,7.461974143981934,0.5310945510864258,0.3596284985542297,0.5337885618209839,100,10.057109,4.7102723,2,no_known_drug,NOT_FOUND,Tbio,antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.091,LOEUF=1.43; pLI=0.0,"Binds and activates the KLRK1/NKG2D receptor, mediating natural killer cell cytotoxicity.",Immune System,Antigen-presenting and immune regulatory MHC class I-related,KLRK1(0.999); MICB(0.973); ULBP3(0.965); HCST(0.928); ULBP2(0.911),False
ULK1,6.8984527587890625,0.651641309261322,0.9096896052360536,0.7489967942237854,7.732831001281738,0.838992178440094,0.8150715827941895,0.7424667477607727,7.031493663787842,0.7156659364700317,0.6580796241760254,0.6170541048049927,100,9.08631,3.4680312,2,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; small_molecule,multiple sclerosis(0.37); acute myeloid leukemia(0.096),not_common_essential; mean_geneEffect=-0.016,LOEUF=0.61; pLI=0.0001,Serine/threonine-protein kinase involved in autophagy in response to starvation .,Autophagy; Signal Transduction; Vesicle-mediated transport,"Serine/threonine-protein kinase Atg1-like; Serine/threonine-protein kinase, Ulk1/Ulk2",BECN1(0.999); RB1CC1(0.999); PIK3C3(0.999); ATG14(0.999); MTOR(0.999),True
ULK4,5.402390480041504,0.1053293347358703,0.8600171208381653,0.8485821485519409,7.763054847717285,0.7363272905349731,0.7333040833473206,0.8088353276252747,6.059686183929443,0.1895769238471985,0.8358319401741028,0.9250558018684388,76,2.615817,3.526264,5,no_known_drug,NOT_FOUND,Tbio,small_molecule,plasma cell myeloma(0.443); multiple sclerosis(0.294),not_common_essential; mean_geneEffect=0.106,LOEUF=0.944; pLI=0.0,Pseudokinase that acts as a molecular adapter in the smoothened signaling pathway .,NOT_FOUND,Serine/threonine-protein kinase ULK4,SUFU(0.838); TRAK1(0.57); CSPP1(0.566); CHRFAM7A(0.564); STK36(0.554),False
UNC13A,6.573341369628906,0.5613068342208862,0.3822994828224182,0.5180608630180359,7.247416973114014,0.6151369214057922,0.5958975553512573,0.6886269450187683,7.575368881225586,0.6291205286979675,0.5385244488716125,0.5649539232254028,100,10.517765,7.5120115,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,amyotrophic lateral sclerosis(0.481),not_common_essential; mean_geneEffect=-0.043,LOEUF=0.39; pLI=1.0,Plays a role in vesicle maturation during exocytosis as a target of the diacylglycerol second messenger pathway.,NOT_FOUND,Protein Unc-13,CALM3(0.991); RIMS2(0.989); RIMS1(0.98); CALM2(0.914); CALM1(0.911),False
UNC13D,4.156267166137695,0.0790924429893493,0.7745472192764282,0.9238982796669006,7.85799503326416,0.8738217353820801,0.5737245678901672,0.6740696430206299,7.263707160949707,0.4729566574096679,0.4468547701835632,0.4154551029205322,53,11.487771,1.0645319,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,Familial hemophagocytic lymphohistiocytosis(0.782); autoinflammatory syndrome(0.54); hereditary hemophagocytic lymphohistiocytosis(0.379); asthma(0.097); adult onset asthma(0.09),not_common_essential; mean_geneEffect=-0.126,LOEUF=0.924; pLI=0.0,Plays a role in cytotoxic granule exocytosis in lymphocytes.,Immune System,UNC-13 domain-containing protein,RAB27A(0.999); STX11(0.99); STXBP2(0.97); PRF1(0.905); RAB27B(0.895),False
UNC93B1,7.065561771392822,0.8550652265548706,0.954954206943512,0.6966413855552673,5.066897392272949,0.5477768182754517,0.6509031653404236,0.6229981184005737,7.494221210479736,0.6623338460922241,0.6221568584442139,0.4970615208148956,53,10.047523,9.509961,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,Herpetic encephalitis(0.714); inborn error of immunity(0.371); systemic lupus erythematosus(0.205); acute myeloid leukemia(0.077); X-linked lymphoproliferative disease(0.071),not_common_essential; mean_geneEffect=0.014,LOEUF=1.06; pLI=0.0,Plays an important role in innate and adaptive immunity by regulating nucleotide-sensing Toll-like receptor (TLR) signaling.,Disease; Immune System,Protein unc-93 homolog B1,TLR3(0.999); TLR7(0.997); TLR9(0.97); TLR8(0.961); CNPY3(0.86),False
UNG,7.271475791931152,0.5445491075515747,0.4607694149017334,0.448352187871933,7.442870616912842,0.7440691590309143,0.5920200347900391,0.6807928085327148,7.065431594848633,0.8758728504180908,0.3701279163360595,0.250253677368164,74,12.599839,6.693579,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,hyper-IgM syndrome type 5(0.748); food allergy(0.253); common variable immunodeficiency(0.065); BENTA disease(0.061); activated PI3K-delta syndrome(0.06),not_common_essential; mean_geneEffect=-0.091,LOEUF=1.221; pLI=0.0,Uracil-DNA glycosylase that hydrolyzes the N-glycosidic bond between uracil and deoxyribose in single- and double-stranded DNA (ssDNA and dsDNA) to release a free uracil residue and form an abasic (apurinic/apyrimidinic; AP) site.,DNA Repair; Developmental Biology,Uracil-DNA glycosylase family 1,RPA2(0.99); DCAF1(0.979); APEX1(0.963); SMUG1(0.963); DDB1(0.961),False
UPRT,7.542457103729248,0.6189036965370178,0.6057490110397339,0.6314141154289246,7.703049182891846,0.7251052260398865,0.6006765365600586,0.635523796081543,7.829033851623535,0.7791846990585327,0.3730990886688232,0.464582085609436,77,11.459227,6.0253863,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,rheumatoid factor-positive polyarticular juvenile idiopathic arthritis(0.034),not_common_essential; mean_geneEffect=0.038,NOT_FOUND,"This gene encodes uracil phosphoribosyltransferase, which catalyzes the conversion of uracil and 5-phosphoribosyl-1-R-diphosphate to uridine monophosphate (UMP). This reaction is an important part of nucleotide metabolism, specifically the pyrimidine salvage pathway. The enzyme localizes to the nucl",NOT_FOUND,Phosphoribosyltransferase-like,UCK1(0.999); UCK2(0.999); UCKL1(0.996); TYMP(0.979); UMPS(0.973),False
UQCC3,7.758790969848633,0.8638010621070862,0.6532925367355347,0.7310037612915039,7.041707992553711,0.4974246621131897,0.9970743060112,0.8507782220840454,6.872385025024414,0.5394586324691772,0.5721983313560486,0.5810901522636414,83,6.1577883,1.2155727,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,Crohn disease(0.008),not_common_essential; mean_geneEffect=-0.299,LOEUF=1.811; pLI=0.0016,"Required for the assembly of the ubiquinol-cytochrome c reductase complex (mitochondrial respiratory chain complex III or cytochrome b-c1 complex), mediating cytochrome b recruitment and probably stabilization within the complex.",Metabolism,Ubiquinol-cytochrome-c reductase complex assembly factor 3,LYRM7(0.722); UQCC1(0.704); UQCC2(0.7); TTC19(0.688); BCS1L(0.64),False
UQCR11,7.657662391662598,0.7637025117874146,0.7307866811752319,0.7112078666687012,7.333959102630615,0.5463293790817261,0.4742383360862732,0.6891207695007324,7.383020401000977,0.6197763681411743,0.2492206692695617,0.3381622731685638,63,11.714954,5.9395704,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,ulcerative colitis(0.018); atherosclerosis(0.007),not_common_essential; mean_geneEffect=-0.18,LOEUF=1.897; pLI=0.0,"Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation.",Metabolism,Cytochrome b-c1 complex subunit 10,CYC1(0.999); UQCRC2(0.999); UQCRQ(0.999); COX5B(0.999); UQCRFS1(0.999),False
UQCRH,6.661533832550049,0.5307461023330688,0.5980632305145264,0.6133507490158081,6.446441650390625,0.2819889783859253,0.9567113518714904,0.9000585079193115,7.712631702423096,0.7028996348381042,0.525333046913147,0.7589629888534546,50,6.318021,0.8530585,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,common_essential; mean_geneEffect=-1.632,LOEUF=1.286; pLI=0.0001,"Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation.",Metabolism,"Cytochrome b-c1 complex, subunit 6",UQCRFS1(0.999); UQCRC2(0.999); CYC1(0.999); UQCR11(0.999); UQCR10(0.999),False
UQCRHL,7.755412578582764,0.7322711944580078,0.7612416744232178,0.7498456239700317,7.804982662200928,0.8729501366615295,0.6467494368553162,0.6739039421081543,7.677034378051758,0.6751770973205566,0.7598412036895752,0.5960198044776917,79,8.309264,5.324923,0,no_known_drug,NOT_FOUND,Tdark,NOT_FOUND,food allergy(0.146); diffuse large B-cell lymphoma(0.002); autoimmune disease(0.002),not_common_essential; mean_geneEffect=0.161,LOEUF=1.224; pLI=0.2086,"May be a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain.",Metabolism,"Cytochrome b-c1 complex, subunit 6",UQCRQ(0.998); UQCRB(0.998); UQCR10(0.998); UQCR11(0.994); UQCRC2(0.993),False
USF1,6.119930744171143,0.2416415810585022,1.0021886825561523,0.8434367179870605,6.2126030921936035,0.2520483732223511,1.0965807437896729,0.931114912033081,7.964249134063721,0.9258654117584229,0.4085761308670044,0.494466483592987,71,7.9799438,0.09408799,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,atherosclerosis(0.068),not_common_essential; mean_geneEffect=-0.122,LOEUF=0.658; pLI=0.0205,Transcription factor that binds to a symmetrical DNA sequence (E-boxes) (5'-CACGTG-3') that is found in a variety of viral and cellular promoters.,Developmental Biology; Signal Transduction,Upstream Stimulatory Factor,USF2(0.999); GTF2I(0.958); EP300(0.912); SP1(0.901); FOSL1(0.846),False
USP15,7.031469821929932,0.6342735886573792,0.6363908052444458,0.6364350914955139,4.688891410827637,0.5793777704238892,0.564521849155426,0.5619380474090576,6.498875141143799,0.3383177518844604,0.6928012371063232,0.9755438566207886,70,4.571823,6.2662487,5,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.074,LOEUF=0.196; pLI=1.0,"Hydrolase that removes conjugated ubiquitin from target proteins and regulates various pathways such as the TGF-beta receptor signaling, NF-kappa-B and RNF41/NRDP1-PRKN pathways .",Metabolism of proteins; Signal Transduction,Ubiquitin carboxyl-terminal hydrolase,SART3(0.999); UBC(0.989); SMURF2(0.985); SMAD7(0.947); USP4(0.931),False
USP20,6.887362957000732,0.3754947185516357,0.5249367356300354,0.6290609836578369,7.4899749755859375,0.7378918528556824,0.7868285775184631,0.6871123313903809,7.401393890380859,0.6463028192520142,0.4820361137390136,0.3894884586334228,69,12.028462,4.763503,4,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.019,LOEUF=0.785; pLI=0.0,"Deubiquitinating enzyme that plays a role in many cellular processes including autophagy, cellular antiviral response or membrane protein biogenesis .",Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolase,ADRB2(0.926); USP18(0.841); HERC2(0.81); TRAF6(0.792); VHL(0.744),False
USP22,7.799176216125488,0.7802363038063049,0.4792314171791076,0.611678957939148,7.208043098449707,0.6863155364990234,0.5442631244659424,0.6204308867454529,7.167636394500732,0.4679974317550659,0.4150090217590332,0.2893860936164856,90,11.701559,7.3460574,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=0.088,LOEUF=0.494; pLI=0.983,"Deubiquitinase that plays a role in several cellular processes including transcriptional regulation, cell cycle progression or innate immunity.",Chromatin organization; Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolase,ENY2(0.999); ATXN7(0.999); ATXN7L3(0.999); TRRAP(0.998); SGF29(0.998),False
USP24,6.83870792388916,0.5227328538894653,0.9823715686798096,0.7403138279914856,7.982617378234863,0.9845585823059082,0.8902009725570679,0.8080522418022156,7.3684234619140625,0.5572777390480042,0.5515363812446594,0.6708405613899231,56,9.403545,3.0227957,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.192,LOEUF=0.361; pLI=1.0,"Ubiquitin-specific protease that regulates cell survival in various contexts through modulating the protein stability of some of its substrates including DDB2, MCL1 or TP53.",Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolases,DDB2(0.986); CDCP2(0.89); HIVEP3(0.8); ELAVL4(0.79); EIF2B3(0.773),False
USP25,7.788389205932617,0.8285621404647827,0.5157933235168457,0.6820791959762573,7.852046012878418,0.873934805393219,0.6945803165435791,0.7676050662994385,6.695682525634766,0.386480450630188,0.3182294368743896,0.3684321045875549,55,10.551554,5.8163323,2,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; small_molecule,inflammatory bowel disease(0.338); Crohn disease(0.325); ulcerative colitis(0.307); autoimmune disease(0.257),not_common_essential; mean_geneEffect=0.059,LOEUF=0.635; pLI=0.0,"Deubiquitinating enzyme that hydrolyzes ubiquitin moieties conjugated to substrates and thus, functions in various biological processes including inflammation and immune response .",Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolases,DDX58(0.937); UBC(0.897); SUMO2(0.885); SUMO1(0.863); USP13(0.852),True
USP28,7.379851341247559,0.6100366711616516,0.6883467435836792,0.7624949216842651,7.599030017852783,0.8208557963371277,0.5088761448860168,0.6517341136932373,7.378631591796875,0.6760998964309692,0.3508020639419555,0.3784114718437195,60,11.664691,5.715159,3,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.136,LOEUF=0.864; pLI=0.0,Deubiquitinase involved in DNA damage response checkpoint and MYC proto-oncogene stability.,Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolases,TP53BP1(0.998); UBC(0.991); MYC(0.966); FBXW7(0.966); UBA52(0.951),True
USP3,5.444425106048584,0.3308693766593933,0.7719066739082336,0.8133161664009094,7.470278263092041,0.7508056163787842,0.7464507818222046,0.6868746280670166,7.089174270629883,0.8521034121513367,0.3214947581291199,0.3888119459152221,79,11.737558,1.6035426,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.04,LOEUF=0.456; pLI=0.9986,"Deubiquitinase that plays a role in several cellular processes including transcriptional regulation, cell cycle progression or innate immunity.",Metabolism of proteins,Ubiquitin carboxyl-terminal hydrolase,UBC(0.867); H2AC18(0.764); H2AC20(0.762); H2BC21(0.734); TRRAP(0.723),False
USP35,6.9878830909729,0.786943793296814,0.7795464396476746,0.5792516469955444,6.789737701416016,0.3289846777915954,1.0178314447402954,0.9082856178283693,5.554018020629883,0.1258430480957031,0.7893602252006531,0.8428032398223877,66,3.8529525,2.9125888,5,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.107,LOEUF=1.083; pLI=0.0,"Deubiquitinase that plays a role in different processes including cell cycle regulation, mitophagy or endoplasmic reticulum stress .",NOT_FOUND,Ubiquitin carboxyl-terminal hydrolases,HERC2(0.9); RPS27A(0.798); USP30(0.767); WDR48(0.652); UBA52(0.618),False
USP38,7.666947841644287,0.677686870098114,0.4544078111648559,0.4234336018562317,4.925185203552246,0.5438268184661865,0.5135535597801208,0.6080749034881592,7.206229209899902,0.7529296875,0.4229587912559509,0.3401332795619964,68,11.648748,10.048321,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.08,LOEUF=0.642; pLI=0.0,"Deubiquitinating enzyme that plays a role in various cellular processes, including DNA repair, cell cycle regulation, and immune response .",NOT_FOUND,Ubiquitin carboxyl-terminal hydrolases,DTX4(0.692); WDR48(0.687); RPS27A(0.653); UBA52(0.618); UBC(0.612),False
