perturbation,line,EN_global,argmin_depth,oracle_rstar,D_1,D_final,D_min,path_length,direct_displacement,indirectness,nonlin_correction,progression_dip,nonmonotonicity,recovery,effect_size,n_de,n_cells,prog_L0,prog_L1,prog_L2,prog_L3,prog_L4,prog_L5,prog_L6,prog_L7,prog_L8,late_cell_cycle,late_dna_damage,late_translation,late_stress,late_apoptosis,late_interferon,late_mitochondrial,slope_cell_cycle,slope_dna_damage,slope_translation,slope_stress,slope_apoptosis,slope_interferon,slope_mitochondrial
SKA3,k562,2.8592,1.0,1.0,0.94405,0.95784,0.94405,76.1629,11.07205,6.8788,0.98805,0.012,2,0.988,2.1921,89,109,0.1008,0.012,0.1652,0.1664,0.1741,0.1756,0.1795,0.1019,1.0,0.09374,-0.07617,0.06991,-0.05396,0.01159,-0.03946,-0.02055,0.013328,-0.012594,0.010956,-0.008257,0.000818,-0.010353,-0.00213
SKP1,k562,5.4275,7.0,7.0,0.889,0.99142,0.8586,88.21429,11.95683,7.3777,1.08093,-0.1321,3,1.1321,3.5407,301,64,-0.1412,-0.0809,-0.0522,-0.0658,-0.0427,-0.0479,-0.0395,-0.1321,1.0,0.07768,-0.02378,0.19239,0.07019,0.01,-0.0772,0.09395,0.011806,-0.004278,0.028801,0.008486,-0.001006,-0.016361,0.013798
SKP2,k562,6.2839,1.0,1.0,0.92803,0.99769,0.92803,86.88863,12.61009,6.8904,1.1446,-0.2103,4,1.2103,1.5577,38,192,-0.2063,-0.1446,-0.1742,-0.1828,-0.2037,-0.2103,-0.1973,-0.1966,1.0,0.04643,0.0466,0.44731,0.13029,0.10205,0.01148,-0.01349,0.006766,0.004887,0.066797,0.018038,0.014003,-0.002979,-0.000344
SLC1A5,k562,6.2461,1.0,1.0,0.99185,1.00437,0.99185,76.91519,12.02364,6.397,1.02751,-0.0554,3,1.0554,1.0131,2,332,-0.1026,-0.0275,-0.0402,-0.0512,-0.0554,-0.0523,-0.0317,0.0738,1.0,0.09351,0.07096,0.39217,0.08525,0.04982,-0.03692,-0.06201,0.012953,0.009034,0.057395,0.011133,0.005944,-0.009773,-0.008758
SLC25A3,k562,7.0838,7.0,7.0,0.99124,0.99668,0.93274,80.40266,11.08335,7.2544,0.98888,-0.0148,4,1.0148,1.6975,25,102,0.0892,0.0111,-0.0067,0.0017,0.0059,0.0142,0.0101,-0.0148,1.0,0.07429,-0.00415,0.31235,0.04922,0.02849,-0.08229,-0.10104,0.010863,-0.001627,0.043712,0.006422,0.002796,-0.016664,-0.015017
SLC39A7,k562,5.7656,5.0,5.0,0.96572,0.91826,0.69358,103.21822,13.29156,7.7657,0.9141,0.0859,2,0.9141,1.9951,46,121,0.0548,0.0859,0.1698,0.2215,0.3118,0.5869,0.5683,0.2274,1.0,-0.16591,-0.25545,0.49727,0.34586,-0.04013,-0.07842,-0.04209,-0.024002,-0.037891,0.073201,0.054295,-0.007163,-0.016131,-0.004605
SLC39A9,k562,6.2781,8.0,8.0,1.07769,0.985,0.985,80.9379,11.16754,7.2476,1.11024,-0.1743,2,1.1743,1.4554,29,724,-0.1312,-0.1102,-0.1544,-0.1743,-0.1614,-0.0945,-0.0774,-0.0543,1.0,-0.06086,-0.09323,0.27353,0.04712,-0.036,-0.10132,-0.12804,-0.00954,-0.014654,0.039755,0.006092,-0.007128,-0.019447,-0.018597
SLU7,k562,3.4897,5.0,2.0,0.77754,0.85427,0.4261,92.15582,12.82976,7.183,0.80283,0.1171,2,0.8829,7.493,791,195,0.0437,0.1972,0.4699,0.4708,0.4851,0.496,0.484,0.1171,1.0,0.00743,-0.02736,0.03754,-0.02004,-0.00187,-0.06031,-0.05901,0.001927,-0.005131,0.003508,-0.002691,-0.001197,-0.01362,-0.00819
SMC1A,k562,4.5597,6.0,6.0,0.79333,0.92257,0.7457,89.46138,13.15125,6.8025,0.81365,0.0463,2,0.9537,5.8521,574,166,0.0407,0.1864,0.1905,0.2101,0.1863,0.2193,0.2216,0.0463,1.0,-0.01669,-0.0879,0.12586,-0.15434,0.00614,-0.07302,-0.04045,-0.002031,-0.01337,0.020518,-0.024577,-0.001545,-0.015362,-0.005864
SMC2,k562,7.023,7.0,7.0,0.93324,0.95378,0.85364,76.12389,12.68549,6.0009,1.06565,-0.0656,1,1.0656,3.0807,216,108,-0.021,-0.0656,-0.0403,-0.0304,-0.0241,-0.0165,0.003,0.0619,1.0,-0.10368,-0.10849,0.14212,0.02405,-0.01538,-0.07998,-0.058,-0.01407,-0.016819,0.019641,0.001834,-0.003707,-0.016968,-0.007578
SMC5,k562,6.791,7.0,7.0,0.97109,0.99875,0.91901,77.48461,13.14823,5.8932,1.14725,-0.1473,2,1.1473,1.6136,20,115,-0.1769,-0.1473,-0.0365,-0.0353,-0.032,-0.0409,-0.0651,-0.0516,1.0,-0.05605,-0.10483,0.15625,-0.02647,-0.01875,-0.06742,-0.0689,-0.006554,-0.015814,0.021597,-0.004417,-0.004092,-0.014898,-0.00906
SMC6,k562,6.88,7.0,7.0,0.9504,0.97449,0.85864,77.35239,12.84603,6.0215,1.0458,-0.0458,5,1.0458,1.8079,51,113,-0.0351,-0.0458,0.0288,0.0214,0.018,0.0179,0.0132,-0.0004,1.0,-0.00544,-0.07767,0.16148,-0.03167,0.03377,-0.04972,-0.019,-0.000278,-0.012641,0.023893,-0.005944,0.003531,-0.012336,-0.001451
SNAPC1,k562,4.0427,4.0,3.0,0.77135,0.94416,0.64176,102.64516,12.1818,8.4261,0.91467,-0.0498,2,1.0498,4.0499,337,96,-0.1084,0.0853,0.1097,0.109,0.1489,0.1663,0.1668,-0.0498,1.0,0.10305,-0.02558,0.30243,0.00437,0.03213,-0.12801,-0.04938,0.01662,-0.003972,0.039818,-0.002039,0.003107,-0.021359,-0.005823
SNRNP27,k562,5.7912,7.0,7.0,0.93442,0.97389,0.8894,94.33569,12.14963,7.7645,0.84454,0.0716,3,0.9284,3.6639,340,42,0.0932,0.1555,0.1362,0.1347,0.1651,0.1967,0.2065,0.0716,1.0,0.03107,-0.12049,0.47194,-0.04866,0.08615,-0.04176,0.00675,0.003312,-0.018873,0.064712,-0.008299,0.011334,-0.00942,0.002079
SNRNP35,k562,6.8299,7.0,7.0,0.92674,0.90951,0.85526,84.66817,11.39976,7.4272,0.83585,0.1641,3,0.8359,2.7127,186,159,0.0755,0.1641,0.1794,0.1759,0.1863,0.1733,0.1649,0.1854,1.0,-0.03576,-0.11927,0.21418,-0.11071,0.03195,-0.09144,-0.05541,-0.004908,-0.018733,0.032096,-0.015446,0.003648,-0.01637,-0.007308
SNRNP48,k562,6.5089,7.0,7.0,0.85297,0.91847,0.74819,92.2937,13.7178,6.728,0.87372,0.1263,1,0.8737,3.2893,234,179,0.0236,0.1263,0.1327,0.1467,0.168,0.1705,0.2153,0.1646,1.0,-0.08465,-0.13689,0.17019,-0.09521,0.01095,-0.16063,0.01187,-0.010089,-0.020933,0.02666,-0.014157,-0.000504,-0.026766,0.00245
SNRPD1,k562,4.8924,4.0,4.0,0.58057,0.71878,0.41605,95.11354,14.8929,6.3865,0.62946,0.2532,3,0.7468,7.7547,762,112,0.1612,0.3705,0.5234,0.524,0.5497,0.5254,0.5004,0.2532,1.0,0.04883,-0.08606,0.00637,0.03395,-0.02611,-0.07746,0.08437,0.007423,-0.014496,0.000954,0.002913,-0.004993,-0.014631,0.013145
SNRPG,k562,4.1642,4.0,2.0,0.59674,0.84215,0.45713,102.68375,13.97014,7.3502,0.74652,0.1707,5,0.8293,4.5848,413,327,0.1233,0.2535,0.48,0.462,0.4495,0.4042,0.3696,0.1707,1.0,0.07048,-0.08197,-0.13784,-0.06345,-0.012,-0.09509,0.03642,0.010685,-0.013392,-0.018914,-0.01189,-0.003229,-0.016966,0.006927
SNUPN,k562,4.0692,8.0,8.0,1.08175,1.00217,1.00217,79.83517,11.92548,6.6945,1.18018,-0.2117,4,1.2117,1.4882,10,134,-0.1567,-0.1802,-0.1937,-0.2117,-0.1318,-0.0817,-0.0744,-0.1003,1.0,-0.05875,-0.11859,0.27354,-0.05362,-0.04211,-0.10219,-0.0835,-0.007789,-0.017279,0.039171,-0.009563,-0.007363,-0.018682,-0.012086
SOD1,k562,5.9626,1.0,1.0,0.93918,0.99634,0.93918,69.22118,11.39761,6.0733,1.07223,-0.1327,4,1.1327,1.3996,16,165,-0.0818,-0.0722,-0.0485,-0.0504,-0.0472,-0.0565,-0.0691,-0.1327,1.0,0.03334,-0.03334,0.09159,-0.00958,0.01118,-0.10041,-0.07805,0.005277,-0.006154,0.013162,-0.001658,0.000804,-0.019285,-0.010521
SOD2,k562,6.7862,1.0,1.0,0.94962,0.99893,0.94962,81.60303,12.48233,6.5375,1.01338,-0.151,4,1.151,1.3645,6,178,-0.0697,-0.0134,-0.0755,-0.1403,-0.1495,-0.151,-0.1383,-0.1139,1.0,0.0467,-0.001,0.49105,0.07096,0.00839,-0.04805,-0.14503,0.004809,-0.00262,0.070466,0.008465,-0.000792,-0.01254,-0.020833
SP2,k562,4.2361,8.0,8.0,1.0122,0.99408,0.99408,73.71802,12.00109,6.1426,1.2239,-0.2516,3,1.2516,2.0328,54,115,-0.2168,-0.2239,-0.2456,-0.2516,-0.2387,-0.2144,-0.1884,-0.1013,1.0,0.01781,-0.10957,0.19595,0.03716,-0.00834,-0.07627,-0.14336,0.003202,-0.016141,0.029266,0.004072,-0.002378,-0.015166,-0.020554
SPATA5L1,k562,6.9987,7.0,7.0,1.05186,0.97617,0.90626,70.93303,12.49992,5.6747,1.09013,-0.1521,3,1.1521,1.7152,55,148,-0.1023,-0.0901,-0.133,-0.15,-0.1521,-0.1406,-0.1302,0.0236,1.0,-0.1,-0.0972,0.1701,-0.0244,-0.0249,-0.06838,-0.05267,-0.015119,-0.015988,0.025495,-0.005686,-0.005463,-0.014968,-0.007679
SPC24,k562,3.5959,6.0,6.0,0.60773,0.90765,0.59511,88.29449,12.38491,7.1292,0.80095,0.0867,2,0.9133,4.9488,460,95,0.0877,0.199,0.1908,0.1942,0.2179,0.232,0.2961,0.0867,1.0,-0.02827,-0.08259,0.00395,-0.10365,0.04091,-0.06651,0.02051,-0.000936,-0.012207,0.003365,-0.014063,0.005258,-0.013747,0.002963
SPC25,k562,4.6419,1.0,1.0,0.58805,0.85342,0.58805,87.49902,12.91881,6.773,0.64425,0.1652,2,0.8348,5.4481,516,181,0.2283,0.3558,0.2902,0.2905,0.3082,0.3163,0.3668,0.1652,1.0,0.02232,-0.05542,0.05722,-0.07797,0.02254,-0.03819,0.04165,0.005333,-0.008286,0.006952,-0.01159,0.002154,-0.0096,0.005294
SPCS2,k562,5.2727,5.0,5.0,0.98405,0.90871,0.70896,103.60565,12.58051,8.2354,0.84736,0.1526,2,0.8474,1.9151,48,114,0.0377,0.1526,0.1774,0.2375,0.2837,0.5403,0.5211,0.2458,1.0,-0.13177,-0.25692,0.50248,0.33798,-0.03113,-0.09605,-0.11608,-0.018613,-0.038928,0.072356,0.052554,-0.00569,-0.018601,-0.016437
SPCS3,k562,5.9729,5.0,5.0,0.9855,0.96625,0.66055,111.60707,12.75388,8.7508,1.07797,-0.078,2,1.078,2.2791,67,115,-0.1188,-0.078,0.0318,0.0494,0.0477,0.2187,0.2239,0.0593,1.0,-0.01843,-0.14481,0.56107,0.42101,-0.01325,-0.03887,-0.04124,-0.003723,-0.023439,0.082425,0.062518,-0.004376,-0.010465,-0.005654
SPRTN,k562,6.8322,1.0,1.0,0.98994,1.00229,0.98994,72.99759,11.02426,6.6215,1.14234,-0.1423,3,1.1423,1.5795,25,128,-0.1432,-0.1423,-0.14,-0.1306,-0.1319,-0.1351,-0.1379,-0.073,1.0,0.05202,-0.03135,0.22575,0.01901,-0.02251,-0.07634,-0.12271,0.007693,-0.005682,0.031794,0.001343,-0.00491,-0.015357,-0.017296
SPTSSA,k562,6.7928,7.0,7.0,0.98872,0.99628,0.97525,70.44899,11.69363,6.0246,1.04728,-0.0981,4,1.0981,1.6562,26,113,-0.1393,-0.0473,-0.0697,-0.084,-0.0927,-0.0981,-0.0901,-0.0335,1.0,0.06822,0.02087,0.20517,0.03768,-0.02218,-0.07144,-0.10177,0.01041,0.001489,0.03034,0.004506,-0.005284,-0.014715,-0.015535
SRBD1,k562,6.0567,7.0,7.0,0.822,0.94171,0.81992,72.53426,12.31085,5.8919,0.92887,0.0507,4,0.9493,2.5176,156,143,0.103,0.0711,0.1185,0.1155,0.1178,0.1207,0.1203,0.0507,1.0,0.00977,-0.07764,0.14749,-0.02475,0.02334,-0.01883,-0.04064,0.002887,-0.012389,0.021275,-0.003427,0.001558,-0.007011,-0.005763
SRF,k562,4.4884,8.0,8.0,1.08963,0.99227,0.99227,76.63544,12.55212,6.1054,1.1225,-0.1651,4,1.1651,1.5924,19,120,-0.1217,-0.1225,-0.1562,-0.1651,-0.1495,-0.1443,-0.1296,-0.1482,1.0,-0.08618,-0.11909,0.12904,-0.01587,-0.05271,-0.12552,-0.0575,-0.012966,-0.017632,0.018598,-0.002603,-0.009305,-0.02321,-0.007088
SRFBP1,k562,5.4655,4.0,4.0,0.84698,0.90317,0.80875,73.36398,12.15784,6.0343,0.91667,0.0516,1,0.9484,3.4385,251,73,-0.0092,0.0833,0.104,0.1195,0.1336,0.1443,0.1447,0.0516,1.0,-0.06283,-0.09067,0.16419,-0.01878,-0.04317,-0.11299,-0.02516,-0.007269,-0.013591,0.022048,-0.004429,-0.007778,-0.020379,-0.004798
SRP14,k562,6.6313,7.0,7.0,1.06217,0.99041,0.97226,79.69604,12.27075,6.4948,1.06539,-0.1346,3,1.1346,2.1078,44,120,-0.2005,-0.0654,-0.1144,-0.1204,-0.1346,-0.1156,-0.1008,0.0368,1.0,-0.01603,-0.09656,0.3327,0.06254,-0.03658,-0.08083,-0.1113,-0.002618,-0.01526,0.047176,0.006436,-0.00816,-0.017819,-0.015741
SRP19,k562,5.2802,6.0,6.0,0.93614,0.95009,0.85158,88.33864,13.09237,6.7473,0.92102,0.0082,5,0.9918,1.9902,81,101,0.0831,0.079,0.155,0.1322,0.1825,0.182,0.1808,0.0082,1.0,0.02405,-0.07244,0.03846,0.08717,0.01845,-0.08802,0.05421,0.0035,-0.012158,0.006133,0.010587,0.000851,-0.018716,0.007306
SRP54,k562,5.4281,4.0,4.0,0.73959,0.89267,0.57477,84.26051,12.83038,6.5673,0.89895,0.0992,4,0.9008,3.0871,219,75,0.1479,0.101,0.232,0.2241,0.2841,0.2701,0.292,0.0992,1.0,0.00822,-0.08031,-0.06651,0.08106,0.01456,-0.12928,0.04972,0.001792,-0.012632,-0.009246,0.009111,0.000314,-0.023683,0.007083
SRP68,k562,5.5228,6.0,6.0,0.86081,0.90969,0.59169,91.37489,12.97351,7.0432,1.04082,-0.0408,2,1.0408,3.3494,264,158,0.101,-0.0408,0.1034,0.1081,0.2178,0.2208,0.25,0.0775,1.0,-0.00981,-0.08792,0.01556,0.12363,0.02734,-0.10393,0.08293,-0.00036,-0.013848,0.002959,0.015739,0.002818,-0.020352,0.01237
SRP72,k562,6.2246,4.0,4.0,0.90796,0.96115,0.83507,91.7149,13.40792,6.8404,1.23801,-0.238,3,1.238,1.6686,49,211,-0.2544,-0.238,-0.178,-0.2067,-0.136,-0.0699,-0.0866,-0.1929,1.0,-0.02964,-0.1315,0.22714,0.1433,-0.02947,-0.09482,-0.02334,-0.004137,-0.020774,0.036276,0.0179,-0.006796,-0.020068,-0.003276
SRP9,k562,6.6029,7.0,7.0,0.99725,0.99055,0.92852,69.72081,12.46107,5.5951,1.08406,-0.0841,1,1.0841,2.0066,46,155,0.0637,-0.0841,-0.0506,-0.0439,-0.0297,-0.0126,-0.0083,0.0659,1.0,-0.04768,-0.10158,0.21323,0.01354,-0.02103,-0.05531,-0.07272,-0.006788,-0.015595,0.031132,0.000215,-0.00501,-0.01364,-0.009853
SRRM1,k562,5.6988,1.0,1.0,0.8543,0.97012,0.8543,92.07577,12.64764,7.2801,0.95024,-0.0122,2,1.0122,2.5046,145,151,-0.1767,0.0498,0.0539,0.0587,0.0303,0.0643,0.066,-0.0122,1.0,0.0884,-0.08734,0.24033,0.03822,0.03772,0.00358,-0.00716,0.015173,-0.012455,0.041433,0.005794,0.00551,-0.003614,-0.000752
SRRM2,k562,6.7437,8.0,8.0,0.99941,0.96319,0.96319,78.53268,12.45547,6.3051,1.24464,-0.2509,3,1.2509,2.2471,90,148,-0.1448,-0.2446,-0.2506,-0.2509,-0.2455,-0.2424,-0.241,-0.0676,1.0,-0.06215,-0.164,0.14512,-0.03435,-0.03389,-0.07469,-0.14767,-0.008518,-0.024344,0.018304,-0.006965,-0.00708,-0.01659,-0.019818
SRRT,k562,6.0144,6.0,6.0,0.94565,0.85137,0.80512,98.73038,13.17328,7.4947,0.85156,0.0683,2,0.9317,5.2305,441,260,0.2017,0.1484,0.1954,0.2328,0.2493,0.2596,0.2953,0.0683,1.0,0.07264,-0.04988,-0.1114,-0.01361,0.04916,-0.02534,0.03937,0.012276,-0.007101,-0.021554,-0.00537,0.005847,-0.009731,0.002607
SRSF1,k562,4.7181,3.0,3.0,0.89487,0.96699,0.81548,99.62173,12.51691,7.959,0.8716,0.0421,3,0.9579,4.5504,460,144,0.0842,0.1284,0.2162,0.2327,0.2128,0.1671,0.1742,0.0421,1.0,0.07942,-0.02403,0.22219,-0.04236,0.06014,-0.0131,0.01693,0.012509,-0.004839,0.036317,-0.007521,0.007002,-0.005994,0.00412
SRSF7,k562,4.1051,6.0,6.0,0.89775,0.95194,0.83295,94.91295,13.0372,7.2802,1.00584,-0.0456,4,1.0456,3.9399,288,101,-0.1545,-0.0058,0.0977,0.0701,0.0635,0.0337,0.0879,-0.0456,1.0,0.04564,-0.10187,0.13196,-0.021,0.03354,-0.10716,-0.00101,0.007325,-0.015479,0.022518,-0.006017,0.003723,-0.019706,-0.00019
SS18L2,k562,5.9665,7.0,7.0,0.94743,0.99875,0.92099,73.64044,12.23813,6.0173,1.10667,-0.1298,4,1.1298,2.0519,71,130,-0.1316,-0.1067,-0.1175,-0.1146,-0.1182,-0.1292,-0.1298,-0.0252,1.0,-0.03383,-0.12653,0.12428,0.00936,-0.01966,-0.11706,-0.08782,-0.004937,-0.019132,0.018836,-0.000181,-0.004402,-0.021825,-0.013017
SSBP1,k562,5.5958,6.0,6.0,0.71632,0.93172,0.62919,82.11307,12.48693,6.5759,0.97549,0.0245,1,0.9755,4.2054,128,116,-0.1742,0.0245,0.0545,0.0663,0.0669,0.0727,0.1058,0.07,1.0,0.15399,-0.01401,0.18644,0.11706,0.13457,0.00333,-0.00324,0.01896,-0.004313,0.031053,0.01785,0.017172,-0.004448,-0.000997
SSU72,k562,3.1151,1.0,1.0,0.84199,0.96213,0.84199,86.85693,13.40215,6.4808,1.01881,-0.0775,3,1.0775,3.3686,272,68,-0.0588,-0.0188,-0.0622,-0.0775,-0.0658,-0.026,-0.0253,-0.0345,1.0,0.0557,-0.07862,0.13165,-0.04393,-0.0223,-0.17003,-0.07416,0.010729,-0.012127,0.018928,-0.008485,-0.004888,-0.028894,-0.011174
STRIP1,k562,6.767,7.0,6.0,1.00247,0.98677,0.94839,82.78363,12.07716,6.8546,1.1511,-0.1699,1,1.1699,1.758,39,105,-0.2071,-0.1511,-0.1356,-0.1201,-0.0984,-0.0852,-0.0838,-0.1699,1.0,0.07299,0.06255,0.45767,0.08646,0.04912,-0.03877,-0.08697,0.010368,0.007809,0.067329,0.011056,0.005983,-0.010841,-0.012927
SUPT16H,k562,5.6003,6.0,5.0,0.71853,0.81663,0.6148,99.36332,14.0439,7.0752,0.75695,0.2043,1,0.7957,6.3832,670,89,0.0922,0.243,0.2659,0.3081,0.3182,0.361,0.3744,0.2043,1.0,-0.02319,-0.1257,0.153,-0.0635,0.00351,-0.10133,-0.03416,-0.000862,-0.017117,0.016965,-0.010828,-0.000328,-0.019249,-0.005448
SUPT5H,k562,5.1016,1.0,1.0,0.62929,0.79655,0.62929,108.93476,14.21168,7.6652,0.77467,0.1018,6,0.8982,7.8049,706,367,-0.0222,0.2253,0.2243,0.2141,0.2059,0.1999,0.1986,0.1018,1.0,0.08557,-0.07142,0.23737,-0.04019,-0.00314,-0.04338,-0.06106,0.013634,-0.010092,0.025108,-0.010014,-0.001724,-0.012402,-0.008299
SUPT6H,k562,5.7442,1.0,1.0,0.71945,0.91765,0.71945,96.25533,12.72936,7.5617,0.87028,0.0621,3,0.9379,9.3424,807,256,0.0299,0.1297,0.1505,0.1522,0.1461,0.1575,0.1568,0.0621,1.0,0.04352,-0.06979,0.12695,-0.06024,0.00255,-0.08595,0.01522,0.008403,-0.01018,0.014448,-0.010246,-0.000401,-0.018268,0.000603
SYF2,k562,5.0011,1.0,1.0,0.87359,0.9807,0.87359,91.19159,11.66373,7.8184,1.01378,-0.078,4,1.078,3.4612,246,78,-0.083,-0.0138,-0.054,-0.0691,-0.0755,-0.0577,-0.0312,-0.078,1.0,-0.04339,-0.09125,0.1756,-0.07811,0.0344,-0.07538,-0.04984,-0.001214,-0.010822,0.024496,-0.012987,0.005328,-0.014315,-0.006666
SYMPK,k562,4.0565,6.0,6.0,0.82072,0.84178,0.69968,130.81548,14.8447,8.8123,0.78933,0.0592,2,0.9408,4.9695,464,80,0.0408,0.2107,0.1865,0.1932,0.2206,0.2318,0.3386,0.0592,1.0,-0.02083,-0.19126,0.02275,0.03379,-0.02553,-0.16916,-0.00883,0.004954,-0.021361,-0.01003,-0.000424,-0.004498,-0.029003,0.000863
SYS1,k562,3.6079,1.0,1.0,0.94749,1.0077,0.94749,75.78527,13.26456,5.7134,1.09288,-0.0929,2,1.0929,2.3661,132,58,-0.1561,-0.0929,-0.031,0.0169,0.0275,-0.0036,0.0029,-0.0556,1.0,0.03461,-0.07899,-0.01571,-0.01859,-0.01982,-0.06049,-0.0655,0.00651,-0.012001,-0.004534,-0.004339,-0.004848,-0.014389,-0.008807
TADA3,k562,5.7195,5.0,4.0,0.87153,1.01253,0.78796,82.17278,12.56084,6.542,1.15257,-0.1729,3,1.1729,2.2646,99,139,-0.2976,-0.1526,-0.1533,-0.1729,-0.1719,-0.1677,-0.1691,-0.1039,1.0,-0.01387,-0.0711,-0.04045,0.00064,-0.0149,-0.04866,-0.06291,-0.00023,-0.010793,-0.004301,-0.00204,-0.003696,-0.012258,-0.007497
TAF12,k562,4.7907,5.0,4.0,0.76105,0.7591,0.57642,105.01843,14.39582,7.2951,0.81785,0.132,2,0.868,6.2518,571,65,0.0949,0.1821,0.2864,0.3938,0.4044,0.4071,0.3991,0.132,1.0,0.14005,0.0459,-0.10022,-0.1566,-0.00771,-0.09431,0.0305,0.018368,0.005382,-0.023823,-0.0256,-0.00207,-0.019344,0.004739
TAF1B,k562,5.8534,7.0,7.0,1.01259,0.96214,0.93477,78.1371,12.00325,6.5097,1.07042,-0.2127,3,1.2127,2.1188,90,92,-0.0217,-0.0704,-0.1658,-0.2127,-0.2018,-0.1682,-0.1145,-0.0902,1.0,-0.1041,-0.1191,0.21329,-0.01373,-0.0241,-0.0615,-0.08446,-0.014411,-0.018269,0.028928,-0.003509,-0.005378,-0.014779,-0.01059
TAF2,k562,4.3694,6.0,4.0,0.91388,0.85486,0.55333,115.65841,13.49936,8.5677,0.93349,0.0665,2,0.9335,4.9069,366,137,0.0112,0.0665,0.2608,0.3839,0.3986,0.3967,0.4138,0.1061,1.0,0.09558,0.04256,0.06583,-0.17373,-0.06855,-0.18808,-0.01381,0.016055,0.005494,0.000507,-0.025539,-0.009587,-0.031208,0.000499
TAF7,k562,5.1909,3.0,3.0,0.84608,0.86201,0.80528,111.04039,13.49139,8.2305,0.87573,0.0398,3,0.9602,4.6818,395,84,0.0706,0.1243,0.1513,0.2564,0.2568,0.2554,0.2359,0.0398,1.0,0.07017,-0.06901,-0.03158,-0.09451,0.00379,-0.08544,-0.02988,0.012694,-0.008412,-0.012066,-0.016193,-0.000444,-0.018219,-0.00376
TAF8,k562,4.6633,6.0,4.0,0.93716,0.80002,0.54285,120.27367,14.66152,8.2034,0.83483,0.0933,1,0.9067,4.5782,335,103,0.1425,0.1652,0.3102,0.4634,0.4735,0.4745,0.4865,0.0933,1.0,0.09963,0.02816,0.13823,-0.18201,-0.06524,-0.14696,-0.06781,0.018926,0.005212,0.007051,-0.02645,-0.008755,-0.025047,-0.005115
TAMM41,k562,6.6513,6.0,6.0,1.01403,0.9956,0.97262,86.89973,12.5281,6.9364,1.08003,-0.129,5,1.129,1.5889,21,118,-0.0972,-0.08,-0.1012,-0.1181,-0.1202,-0.1235,-0.129,-0.0534,1.0,0.01278,-0.04034,0.56914,0.05778,-0.04324,-0.04099,-0.01195,0.000217,-0.00859,0.082103,0.007341,-0.008614,-0.011801,0.000526
TARDBP,k562,5.294,6.0,6.0,0.89754,0.9764,0.8746,83.11985,13.39037,6.2074,0.86887,0.0138,3,0.9862,2.058,43,142,-0.0801,0.1311,0.0138,0.0321,0.0208,0.0906,0.1171,0.0987,1.0,-0.01873,-0.10326,0.2744,0.00438,-0.03902,-0.05968,-0.04031,-0.000715,-0.014347,0.041863,-0.001997,-0.007463,-0.014611,-0.00528
TARS2,k562,2.2376,2.0,2.0,0.87553,0.91499,0.87389,75.35599,12.84135,5.8682,0.93226,-0.0793,5,1.0793,2.4269,120,71,-0.0852,0.0677,0.0563,0.0446,0.0538,0.0507,0.02,-0.0793,1.0,0.04258,-0.01401,0.30413,0.08567,0.05988,-0.0601,0.00236,0.005772,-0.002913,0.046125,0.011753,0.006505,-0.013225,0.001635
TBCA,k562,6.2982,7.0,7.0,0.9748,0.99966,0.9638,73.79855,11.83876,6.2336,1.1691,-0.1691,1,1.1691,1.2519,5,176,-0.2609,-0.1691,-0.1422,-0.1346,-0.1292,-0.1179,-0.093,-0.0955,1.0,0.07453,-0.01351,0.22144,0.00453,-0.00202,-0.09194,-0.08615,0.011487,-0.002128,0.030712,-0.001237,-0.0017,-0.017306,-0.012484
TBCB,k562,3.4616,2.0,2.0,0.84329,0.91494,0.69524,110.41206,12.14014,9.0948,0.83629,0.0738,5,0.9262,2.751,174,97,0.0435,0.1637,0.3418,0.3154,0.3046,0.2858,0.2688,0.0738,1.0,0.13104,0.03493,0.12316,-0.03098,0.06227,-0.06545,0.04268,0.020739,0.004665,0.017105,-0.008001,0.008586,-0.013298,0.006829
TBL3,k562,5.2564,3.0,3.0,0.89011,0.87483,0.84089,75.04521,12.21477,6.1438,1.00103,-0.001,2,1.001,3.6768,271,70,-0.0182,-0.001,0.0406,0.0577,0.0696,0.0725,0.0664,0.054,1.0,-0.12723,-0.12746,0.19928,-0.07271,-0.07236,-0.12864,-0.03059,-0.016069,-0.017609,0.027031,-0.012097,-0.011423,-0.022665,-0.004002
TCERG1,k562,6.8031,7.0,7.0,1.01568,0.98208,0.94696,90.15773,12.93683,6.9691,0.99492,0.0051,4,0.9949,2.7864,184,93,-0.0027,0.0051,0.0178,0.0108,0.0401,0.0364,0.0347,0.0257,1.0,-0.04831,-0.09337,0.24992,0.078,0.0275,-0.09092,-0.07962,-0.003341,-0.013793,0.037282,0.0108,0.00329,-0.017201,-0.009247
TCOF1,k562,5.0503,5.0,5.0,0.95652,0.99257,0.94995,93.56649,12.34696,7.5781,1.05394,-0.0762,4,1.0762,2.5617,139,86,-0.178,-0.0539,-0.01,-0.0206,-0.0335,-0.0399,-0.0762,-0.0686,1.0,0.14175,0.07065,0.22594,0.15006,0.05798,0.02971,0.12157,0.019257,0.00852,0.029461,0.018204,0.006111,-0.00142,0.018425
